Cust_ID,Location_Type,Investment_risk_tol,Avg_mon_expense,Investment_needs,BAnking_Needs,Pref_channel,Lifestyle,Net_Worth,Persona,Biz_Type,Biz_Size,Biz_Age,Turnover,Credit_Score
6090,Metro,High,124384.56,Long-term growth,Recurring Deposits,Mobile Banking,Minimalist,255097265,NRIs (Non-Resident Indians),Beauty and Wellness,20.0,14.0,102495461.0,633
6091,Rural,Medium,143343.0375,Short-term gains,Personal Loans,ATM,Semi-Luxury,307588306,Self-Employed Professionals,Media and Entertainment,6.0,19.0,168673503.0,394
6092,Metro,High,18524.2875,Long-term growth,Fixed Deposits,Phone Banking,Budget,406023315,Young Professionals,Automotive,,,,617
6093,Hill station,Low,248228.82,Stable returns,Current Account,Branch,Semi-Luxury,406451612,NRIs (Non-Resident Indians),,19.0,11.0,167165143.0,825
6094,Suburban,Low,337290.216666667,Wealth accumulation,Insurance,Internet Banking,Semi-Luxury,63077532,Students,Other,,,,599
6095,Metro,High,56901.6975,Capital preservation,Home Loans,ATM,Frugal,157311540,NRIs (Non-Resident Indians),IT Services,12.0,19.0,197825333.0,893
6096,Tier 3 city,Medium,1680.1025,Long-term growth,Credit Card,Relationship Manager,Minimalist,175049506,High Net Worth Individuals (HNIs),IT Services,22.0,13.0,53124588.0,386
6097,Tier 2 city,High,100217.16,Stable returns,Recurring Deposits,Internet Banking,Semi-Luxury,293865585,Self-Employed Professionals,Beauty and Wellness,5.0,24.0,24298823.0,614
6098,Tier 1 city,Medium,201117.2675,Retirement planning,Insurance,Mobile Banking,Minimalist,372164189,Students,Telecommunications,,,,430
6099,Rural,High,196632.583333333,Long-term growth,Personal Loans,Mobile Banking,Semi-Luxury,37267126,Housewives,Energy,,,,442
6100,Tier 2 city,Medium,132253.75,Long-term growth,Recurring Deposits,Phone Banking,Luxury,250570333,Students,Transportation,,,,667
6101,Tier 2 city,High,105170.49,Stable returns,Savings Account,Relationship Manager,Semi-Luxury,428153799,Young Professionals,Media and Entertainment,,,,855
6102,Coastal,High,81095.36,Wealth accumulation,Fixed Deposits,ATM,Frugal,24793661,Rural Customers,Healthcare,24.0,8.0,21602196.0,699
6103,Metro,Low,78091.9833333333,Tax savings,Insurance,Branch,Semi-Luxury,425773664,NRIs (Non-Resident Indians),Food and Beverage,0.0,9.0,42265314.0,834
6104,Tier 1 city,Low,48101.8875,Short-term gains,Insurance,ATM,Minimalist,10138176,Salaried Employees,Agriculture,,,,583
6105,Tier 3 city,Low,46585.035,Wealth accumulation,Fixed Deposits,Branch,Luxury,45695684,Students,Fashion,,,,807
6106,Tier 1 city,High,319514.366666667,Stable returns,Car Loans,Mobile Banking,Frugal,483264502,Rural Customers,Transportation,6.0,8.0,20356845.0,552
6107,Hill station,Low,6515.77666666667,Capital preservation,Current Account,Mobile Banking,Semi-Luxury,134150308,NRIs (Non-Resident Indians),Real Estate,19.0,15.0,128585547.0,527
6108,Coastal,Low,86479.47,Long-term growth,Recurring Deposits,Phone Banking,Minimalist,328678822,Self-Employed Professionals,Finance,21.0,1.0,45756879.0,844
6109,Hill station,Medium,318558.203333333,Tax savings,Fixed Deposits,Mobile Banking,Minimalist,468558474,NRIs (Non-Resident Indians),,20.0,0.0,57553736.0,321
6110,Coastal,High,33518.45,Wealth accumulation,Insurance,Branch,Frugal,376322199,High Net Worth Individuals (HNIs),Healthcare,22.0,0.0,100123140.0,752
6111,Hill station,Medium,79884.265,Retirement planning,Credit Card,Mobile Banking,Luxury,422761413,NRIs (Non-Resident Indians),IT Services,13.0,9.0,51650540.0,715
6112,Metro,High,146368.7675,Tax savings,Recurring Deposits,Phone Banking,Luxury,93511585,Senior Citizens,E-commerce,,,,548
6113,Metro,Medium,86628.81,Retirement planning,Education Loans,Branch,Luxury,262768814,Senior Citizens,Real Estate,,,,327
6114,Tier 3 city,High,2957.90083333333,Retirement planning,Home Loans,Branch,Semi-Luxury,30621764,Housewives,E-commerce,,,,573
6115,Tier 3 city,High,64415.76,Long-term growth,Insurance,Relationship Manager,Luxury,179061031,Small Business Owners,Other,17.0,23.0,16318701.0,654
6116,Tier 2 city,High,198317.275,Tax savings,Fixed Deposits,Branch,Semi-Luxury,314685180,Young Professionals,IT Services,,,,585
6117,Tier 3 city,High,120027.226666667,Capital preservation,Home Loans,Phone Banking,Budget,64728565,Salaried Employees,Healthcare,,,,846
6118,Suburban,Medium,25881.7825,Wealth accumulation,Credit Card,Mobile Banking,Luxury,334094891,Salaried Employees,Food and Beverage,,,,698
6119,Coastal,Medium,252445.245,Short-term gains,Credit Card,Mobile Banking,Budget,202145627,Self-Employed Professionals,Retail,17.0,25.0,114416637.0,787
6120,Urban,Medium,8399.49,Capital preservation,Personal Loans,Branch,Middle-class,353432448,Rural Customers,E-commerce,16.0,12.0,154256607.0,351
6121,Metro,High,210648.051666667,Capital preservation,Car Loans,Phone Banking,Semi-Luxury,61919107,Salaried Employees,Construction,,,,827
6122,Coastal,High,8111.15083333333,Wealth accumulation,Home Loans,Phone Banking,Frugal,414124786,Rural Customers,Hospitality,25.0,1.0,180058241.0,870
6123,Urban,High,110246.973333333,Short-term gains,Insurance,ATM,Frugal,192538782,Senior Citizens,Healthcare,,,,657
6124,Urban,High,99178.99,Capital preservation,Recurring Deposits,Internet Banking,Minimalist,485412451,Housewives,Energy,,,,493
6125,Hill station,Low,179053.791666667,Short-term gains,Car Loans,Branch,Budget,1269611,Housewives,Fashion,,,,439
6126,Tier 3 city,Medium,10204.7416666667,Short-term gains,Savings Account,Internet Banking,Semi-Luxury,128377303,Students,Manufacturing,,,,575
6127,Tier 3 city,High,83656.8,Capital preservation,Car Loans,Relationship Manager,Luxury,286129541,Small Business Owners,Sports and Fitness,17.0,2.0,55872120.0,439
6128,Semi-urban,Low,17555.2475,Wealth accumulation,Home Loans,Mobile Banking,Frugal,296091533,High Net Worth Individuals (HNIs),Consulting,15.0,15.0,171311473.0,748
6129,Tier 3 city,Medium,96435.4125,Retirement planning,Credit Card,Branch,Frugal,116942872,Salaried Employees,Consulting,,,,779
6130,Hill station,Medium,0.0,Tax savings,Recurring Deposits,Branch,Frugal,46464502,Small Business Owners,Consulting,4.0,5.0,159917586.0,311
6131,Coastal,Low,225731.0,Retirement planning,Savings Account,Relationship Manager,Frugal,158647002,Salaried Employees,Real Estate,,,,552
6132,Urban,High,212587.370833333,Retirement planning,Personal Loans,Mobile Banking,Semi-Luxury,184791951,Young Professionals,Construction,,,,857
6133,Tier 2 city,High,95648.4041666667,Tax savings,Current Account,Phone Banking,Semi-Luxury,313173332,Rural Customers,Finance,23.0,18.0,178465513.0,428
6134,Hill station,Low,1066.81583333333,Tax savings,Education Loans,Internet Banking,Budget,214841676,High Net Worth Individuals (HNIs),Other,24.0,11.0,88015776.0,617
6135,Tier 2 city,Medium,11475.2833333333,Tax savings,Education Loans,ATM,Luxury,461927973,High Net Worth Individuals (HNIs),Construction,15.0,10.0,143095477.0,558
6136,Semi-urban,Medium,355092.393333333,Wealth accumulation,Recurring Deposits,Branch,Middle-class,88093350,Small Business Owners,Telecommunications,2.0,16.0,27300185.0,527
6137,Coastal,Low,47334.525,Short-term gains,Recurring Deposits,Branch,Minimalist,133680690,Housewives,Finance,,,,428
6138,Semi-urban,Low,2246.85,Short-term gains,Savings Account,ATM,Budget,94274902,Senior Citizens,Construction,,,,679
6139,Suburban,Low,42637.875,Retirement planning,Car Loans,Internet Banking,Budget,297085707,Small Business Owners,Non-Profit,15.0,24.0,151654545.0,520
6140,Coastal,Low,36181.8666666667,Tax savings,Education Loans,Relationship Manager,Luxury,368622101,NRIs (Non-Resident Indians),Consulting,18.0,16.0,143306102.0,358
6141,Tier 1 city,Medium,83653.3466666667,Wealth accumulation,Savings Account,Internet Banking,Luxury,184827070,Salaried Employees,Non-Profit,,,,324
6142,Semi-urban,Low,126523.92,Stable returns,Insurance,Mobile Banking,Budget,140998294,Young Professionals,Fashion,,,,739
6143,Tier 2 city,Low,54409.3941666667,Wealth accumulation,Credit Card,Relationship Manager,Minimalist,3659601,Small Business Owners,Healthcare,2.0,12.0,105400928.0,869
6144,Suburban,Low,5274.48,Wealth accumulation,Education Loans,Mobile Banking,Middle-class,425335041,Salaried Employees,Fashion,,,,393
6145,Metro,Low,18295.76,Retirement planning,Credit Card,Phone Banking,Budget,275618367,Young Professionals,,,,,585
6146,Tier 3 city,Low,236956.93,Wealth accumulation,Current Account,Phone Banking,Luxury,188192106,Salaried Employees,Fashion,,,,686
6147,Tier 1 city,High,50921.2533333333,Short-term gains,Credit Card,Internet Banking,Minimalist,285547052,Rural Customers,Manufacturing,5.0,5.0,189409822.0,625
6148,Hill station,Low,121672.470833333,Short-term gains,Home Loans,Branch,Budget,27169584,Small Business Owners,E-commerce,20.0,24.0,196113310.0,316
6149,Tier 2 city,Low,37442.1016666667,Stable returns,Current Account,Mobile Banking,Luxury,135052098,High Net Worth Individuals (HNIs),Food and Beverage,4.0,1.0,94800252.0,365
6150,Coastal,Medium,83962.32,Capital preservation,Recurring Deposits,Phone Banking,Luxury,58912227,High Net Worth Individuals (HNIs),Manufacturing,12.0,8.0,153433270.0,428
6151,Semi-urban,Medium,162171.2875,Capital preservation,Recurring Deposits,ATM,Middle-class,14313425,Young Professionals,Telecommunications,,,,526
6152,Rural,Low,62070.8475,Short-term gains,Home Loans,ATM,Minimalist,343382104,Housewives,Sports and Fitness,,,,773
6153,Tier 3 city,Low,165355.241666667,Short-term gains,Personal Loans,Phone Banking,Budget,127143409,Housewives,Real Estate,,,,730
6154,Tier 3 city,Low,114898.593333333,Short-term gains,Credit Card,Relationship Manager,Semi-Luxury,185591237,Small Business Owners,Construction,14.0,1.0,57547894.0,356
6155,Tier 2 city,Medium,175644.743333333,Short-term gains,Current Account,Phone Banking,Semi-Luxury,249999792,Housewives,Other,,,,642
6156,Urban,Low,28626.4225,Long-term growth,Insurance,Phone Banking,Luxury,236752855,Students,Non-Profit,,,,590
6157,Semi-urban,High,10441.24,Retirement planning,Personal Loans,Internet Banking,Semi-Luxury,66751558,Students,Retail,,,,360
6158,Hill station,Medium,12401.3391666667,Capital preservation,Savings Account,Relationship Manager,Middle-class,407632747,Students,E-commerce,,,,537
6159,Tier 2 city,High,169459.29,Short-term gains,Education Loans,Branch,Frugal,86742831,Students,,,,,649
6160,Suburban,Medium,37864.6625,Tax savings,Recurring Deposits,Branch,Semi-Luxury,334065730,Small Business Owners,Agriculture,19.0,20.0,183855393.0,394
6161,Metro,Medium,202375.16,Retirement planning,Recurring Deposits,Relationship Manager,Budget,353800959,Rural Customers,Media and Entertainment,2.0,3.0,199943447.0,835
6162,Suburban,Medium,62970.9916666667,Long-term growth,Car Loans,ATM,Frugal,145881278,Rural Customers,Healthcare,4.0,23.0,181294547.0,723
6163,Suburban,Medium,48313.595,Long-term growth,Insurance,Mobile Banking,Minimalist,481491847,Rural Customers,Real Estate,12.0,19.0,116175149.0,536
6164,Semi-urban,High,91009.255,Tax savings,Home Loans,ATM,Frugal,125745009,Senior Citizens,Automotive,,,,367
6165,Hill station,Medium,192916.1875,Retirement planning,Home Loans,ATM,Minimalist,62247626,High Net Worth Individuals (HNIs),Non-Profit,6.0,21.0,194942829.0,386
6166,Coastal,Medium,20643.2233333333,Stable returns,Insurance,Internet Banking,Budget,37880822,Rural Customers,Consulting,23.0,1.0,172737816.0,431
6167,Tier 2 city,High,68897.2666666667,Short-term gains,Savings Account,Phone Banking,Budget,121393047,Salaried Employees,Hospitality,,,,587
6168,Rural,Medium,1130.6425,Wealth accumulation,Personal Loans,Phone Banking,Budget,78389661,Housewives,Beauty and Wellness,,,,509
6169,Suburban,High,36565.83,Long-term growth,Home Loans,Phone Banking,Frugal,457840646,NRIs (Non-Resident Indians),Manufacturing,20.0,13.0,62648154.0,352
6170,Tier 3 city,Medium,24230.5358333333,Retirement planning,Recurring Deposits,Mobile Banking,Frugal,183734742,Salaried Employees,Construction,,,,800
6171,Urban,Medium,9135.32,Long-term growth,Credit Card,Internet Banking,Frugal,214957092,Students,Consulting,,,,505
6172,Tier 1 city,High,117358.229166667,Stable returns,Personal Loans,Phone Banking,Budget,87254316,Salaried Employees,Automotive,,,,314
6173,Coastal,Low,166505.65,Capital preservation,Credit Card,ATM,Semi-Luxury,76435854,Salaried Employees,Automotive,,,,367
6174,Hill station,Low,1910.52166666667,Short-term gains,Car Loans,Phone Banking,Frugal,436127445,Rural Customers,Fashion,17.0,2.0,59426722.0,301
6175,Rural,Medium,89028.5741666667,Stable returns,Education Loans,Branch,Minimalist,309655229,Young Professionals,Beauty and Wellness,,,,492
6176,Suburban,Low,121910.0,Capital preservation,Education Loans,Internet Banking,Minimalist,210527494,Senior Citizens,E-commerce,,,,432
6177,Tier 1 city,Medium,1315.85666666667,Wealth accumulation,Fixed Deposits,Branch,Semi-Luxury,147038725,Salaried Employees,E-commerce,,,,859
6178,Hill station,High,41134.65,Wealth accumulation,Credit Card,Internet Banking,Frugal,234583110,Salaried Employees,IT Services,,,,530
6179,Metro,Medium,10095.65,Retirement planning,Home Loans,ATM,Budget,43531665,Salaried Employees,E-commerce,,,,491
6180,Tier 1 city,High,323805.12,Tax savings,Credit Card,Relationship Manager,Minimalist,321394752,Senior Citizens,Retail,,,,638
6181,Hill station,Low,42613.75,Short-term gains,Education Loans,Phone Banking,Semi-Luxury,69242605,Young Professionals,,,,,616
6182,Coastal,Medium,20755.0575,Retirement planning,Insurance,Branch,Middle-class,341534591,Young Professionals,Manufacturing,,,,842
6183,Rural,Low,20637.4416666667,Capital preservation,Current Account,Internet Banking,Minimalist,166614052,Rural Customers,Construction,8.0,12.0,69754671.0,884
6184,Metro,Medium,11609.46,Stable returns,Credit Card,Relationship Manager,Semi-Luxury,353058808,Senior Citizens,,,,,793
6185,Urban,Low,56322.5916666667,Wealth accumulation,Personal Loans,Mobile Banking,Budget,478259791,NRIs (Non-Resident Indians),Beauty and Wellness,9.0,4.0,61946379.0,393
6186,Tier 3 city,High,45063.5183333333,Retirement planning,Fixed Deposits,Phone Banking,Middle-class,406981740,NRIs (Non-Resident Indians),E-commerce,0.0,0.0,145632220.0,503
6187,Urban,Low,100210.533333333,Long-term growth,Home Loans,Relationship Manager,Minimalist,451069091,Housewives,Real Estate,,,,834
6188,Tier 2 city,Low,8940.01666666667,Long-term growth,Insurance,Mobile Banking,Minimalist,283208593,Students,Fashion,,,,534
6189,Hill station,Medium,290212.25,Wealth accumulation,Home Loans,Branch,Minimalist,373205381,Salaried Employees,Other,,,,897
6190,Tier 3 city,High,237.825,Retirement planning,Credit Card,Phone Banking,Luxury,205072117,Small Business Owners,Telecommunications,3.0,18.0,100187153.0,464
6191,Urban,Medium,67360.3833333333,Wealth accumulation,Education Loans,Branch,Minimalist,183933669,Housewives,Automotive,,,,318
6192,Metro,High,31390.19,Capital preservation,Personal Loans,Phone Banking,Budget,229875199,Self-Employed Professionals,Sports and Fitness,19.0,15.0,104201359.0,658
6193,Tier 2 city,High,151239.2675,Long-term growth,Car Loans,Phone Banking,Budget,257421271,High Net Worth Individuals (HNIs),IT Services,12.0,1.0,25761698.0,379
6194,Coastal,Low,15163.9125,Short-term gains,Recurring Deposits,Mobile Banking,Frugal,478589200,High Net Worth Individuals (HNIs),Construction,5.0,3.0,7892474.0,602
6195,Tier 3 city,High,82285.4025,Short-term gains,Education Loans,Mobile Banking,Luxury,195866391,Rural Customers,Telecommunications,19.0,7.0,104844012.0,311
6196,Urban,High,4305.915,Capital preservation,Recurring Deposits,Internet Banking,Semi-Luxury,223430647,Senior Citizens,Sports and Fitness,,,,373
6197,Suburban,High,184093.0875,Stable returns,Insurance,Relationship Manager,Luxury,391491614,Small Business Owners,Food and Beverage,9.0,7.0,152281896.0,533
6198,Suburban,Low,275017.8,Short-term gains,Credit Card,ATM,Minimalist,217841113,Self-Employed Professionals,E-commerce,1.0,8.0,32546744.0,587
6199,Suburban,High,68392.7475,Tax savings,Current Account,Relationship Manager,Minimalist,92356224,NRIs (Non-Resident Indians),Agriculture,2.0,23.0,101277024.0,568
6200,Tier 3 city,Medium,110956.4325,Wealth accumulation,Home Loans,Internet Banking,Middle-class,121811404,NRIs (Non-Resident Indians),Transportation,7.0,16.0,146129410.0,641
6201,Hill station,High,208878.541666667,Tax savings,Credit Card,Relationship Manager,Budget,193003570,Students,Retail,,,,541
6202,Suburban,Low,40326.5225,Retirement planning,Current Account,ATM,Frugal,262482545,Housewives,Energy,,,,810
6203,Urban,High,123386.38,Tax savings,Personal Loans,Mobile Banking,Middle-class,31410638,Young Professionals,Education,,,,752
6204,Metro,Medium,54904.0533333333,Long-term growth,Current Account,Branch,Luxury,347079309,Senior Citizens,Non-Profit,,,,758
6205,Metro,High,357454.265,Long-term growth,Credit Card,Branch,Budget,357300233,Senior Citizens,Telecommunications,,,,719
6206,Suburban,Low,333851.613333333,Retirement planning,Education Loans,Mobile Banking,Semi-Luxury,369648125,Senior Citizens,Consulting,,,,860
6207,Hill station,High,282981.438333333,Retirement planning,Current Account,Relationship Manager,Luxury,333206328,High Net Worth Individuals (HNIs),Telecommunications,7.0,10.0,83318687.0,703
6208,Tier 3 city,Medium,92617.1266666667,Retirement planning,Personal Loans,Internet Banking,Luxury,142516441,Students,Fashion,,,,495
